REFERENCIA;PRECIO;PRODUCTO
12852;34850;LONCHERA PERS - VERTICAL NI•A-NI•O PRIMAVERA                 
12870;134900;"MORRAL TROLLEY KIDS 13"" SCRIBE  "
12873;89300;MOCHILA GDE JEAN BOOK CLASS 552163 NORMA          
12874;85400;MOCHILA GDE JEAN BOOK SHIC 552166 NORMA           
12879;17000;MORRAL # 1 NEW JJ SPORT                           
12881;44200;MORRAL ASTURIAS JJ SPORT                          
12882;119600;MORRAL SUPER TROLLEY DINEY-MARVEL 801 PRIMAVERA        
12883;34000;MORRAL BRISTOL JJ SPORT                           
12884;25500;MORRAL CALIMA JJ SPORT                            
12885;22100;MORRAL CAMBOYA ESTAMP JJ SPORT                    
12886;20400;MORRAL CAMBOYA JJ SPORT                           
12887;49300;MORRAL CAMPUS UNIVERSITARIO JJ SPORT              
12890;15300;MORRAL ECONOMICO N 1 ESTAMP JJ SPORT              
12891;17000;MORRAL ECONOMICO N 1 JJ SPORT                     
12896;25500;MORRAL EKO JJ SPORT                               
12897;57800;MORRAL EXPEDICION JJ SPORT                        
12899;44200;MORRAL FERRARI MANOS LIBRES NORMA                 
12901;63000;MORRAL ESCOLAR SCRIBE                       
12911;81200;MORRAL INFORMAL  INCOLORS SCRIBE                    
12912;34000;MORRAL INGLATERRA JJ SPORT                        
12913;68300;MORRAL JUVENIL HOM 1729 PRIMAVERA                 
12914;63600;MORRAL JUVENIL MUJER 1728 PRIMAVERA               
12915;59900;MORRAL JUVENIL UNISEX 1842 PRIMAVERA              
12916;49300;MORRAL KABULL FUNDA JJ SPORT                     
12917;76300;MORRAL KIUT MANOS LIBRES NORMA                    
12919;76300;MORRAL KIUT RF CE-201503 MANOS LIBRES NORMA       
12921;50900;MORRAL INCOLORS-TRIBALS BASICO  SCRIBE                    
12922;30600;MORRAL LIVING MED JJ SPORT                        
12923;51400;MORRAL MAXI ARTIC PELIKAN                         
12925;51400;MORRAL MAXI POWER PELIKAN                         
12926;51400;MORRAL MAXI SPRING PELIKAN                        
12927;57100;MORRAL PERS FORMAS NI•O PRIMAVERA
12929;71300;MORRAL SUPER SOLID COLORS 1329 PRIMAVERA                 
12931;59700;"MORRAL MINNIE-MICKEY 16"" APLIQUE 1912 PRIMAVERA   "
12933;78200;MORRAL OSAKA FULL JJ SPORT                        
12937;54250;MORRAL PERSONAJE NI•A 13 617 PRIMAVERA                
12938;79600;MORRAL PERSONAJE NI•A-NI•O 13 TROLLY PRIMAVERA         
12940;66000;MORRAL PERSONAJE NI•A 16 5 626 PRIMAVERA              
12941;98500;MORRAL PERSONAJE NI•A-NI•O 16 5 TROLLY  PRIMAVERA       
12942;54300;MORRAL PERSONAJE NI•O 13 621 PRIMAVERA                
12945;66000;MORRAL PERSONAJE NI•O 16.5 620 PRIMAVERA       
12951;20400;MORRAL SPRING ESTAMP JJ SPORT                     
12953;82000;MORRAL TRIBALS ESC X12 SCRIBE                     
12954;98400;MORRAL SPORT TRIBALS  SCRIBE                   
12955;142700;"MORRAL SUPER TROLLEY 16 5"" KIDS STDO SCRIBE               "
12956;137700;MORRAL INCOLORS FLIP STDO SCRIBE       
12957;73300;MORRAL UNIVERSITARIO 1730 PRIMAVERA               
12966;6200;TULA PARANA JJ SPORT                              
12967;53500;MORRAL JUNIOR 810 PRIMAVERA                            
12968;40200;MORRAL JEAN BOOK MANOS LIBRES NORMA               
12969;63000;MORRAL KIUT RF CE-201403 NORMA                    
12971;91200;MOCHILA GDE FERRARI NORMA                         
12976;30000;CARTULINA ACUARELA KF-NEVE 220 - 240GR BOLS 1/4 X10H ICO
12977;18700;CARTULINA ACUARELA KF-NEVE 240GR BOLS 1/4 X5H ICOPEL
12978;16900;CARTULINA ACUARELA KF-NEVE 240GR BOLS 1/8 X10 ICOP
12979;1700;CARTULINA BRISTOL PAQ 1/8X10 BLANCO PRIMAVERA     
12980;1300;CARTULINA BRISTOL PAQ 1/8X10 STDO PRIMAVERA       
12981;12600;CARTULINA DUREX 180/190GR BOLS 1/4 X10H ICOPEL    
12982;6300;CARTULINA DUREX 180/190GR BOLS 1/8 X10H ICOPEL    
12983;10200;CARTULINA DUREX 180/190GR BOLS A3 X10H ICOPEL     
12984;5100;CARTULINA DUREX 180GR BOLS A4 X10H ICOPEL         
12985;20600;CARTULINA DUREX 200GRS 1/4 X 25H NESSAN           
12986;11200;CARTULINA DUREX 200GRS 1/8 X25H NESSAN            
12987;2200;CARTULINA FLUORECENTE PAQ 1/8X10 STDO PRIMAVERA   
12992;6200;CARTULINA GOFRADA L COLOR STDO BOLS CTA X10 ICOPEL      
12999;8200;CARTULINA GOFRADA TEXTURAS STDO 180GR CTA X20H ICOPEL  
13008;6200;CARTULINA KINGFINOS STDO CTA X10H ICOPEL      
13012;7600;CARTULINA KORATO PAQ X10 CTA GOMEZUL              
13014;6800;CARTULINA LINO 200GR CREMA CTA X20H ICOPEL        
13015;10600;CARTULINA MULT KF CTA 180G X20 STDO ICOPEL
13020;26400;CARTULINA MULT KF STDA-BLANCA CTA X50H ICOPEL     
13022;300;KIMBERLY 180GR STDO-UNICOLOR X1 DISPAPELES        
13023;100;KIMBERLY 90GR STDO-UNICOLOR X1 DISPAPELES         
13054;7200;KIT HOJA VIDA KINGFINOS BCO GRANI 3CARP+12H ICOPEL
13055;7200;KIT HOJA VIDA KINGFINOS MARF GTO 3CARP+12H ICOPEL 
13056;6200;MOCHILA PERSONAJES MIX 1741 PRIMAVERA             
13058;2600;PAPEL ARA•A MALLA GOMEZUL                         
13059;1900;PAPEL ARKANO 50X70 60X60 GOMEZUL                        
13061;8500;PAPEL CALCIO EXTRA Q 100GR CTA X25H ICOPEL        
13062;15700;PAPEL CALCIO NEW CENTURY SISMA                    
13063;25000;PAPEL CALCIO PREMIUN X100 SISMA                   
13064;10100;PAPEL CARBON NEG CTA X100 FAXTER 500003 NORMA     
13065;11400;PAPEL CARBON NEG OF X100 FAXTER 500004 NORMA      
13066;18700;PAPEL CARBON OFICIO AZUL X100H KORES              
13067;21000;PAPEL CARBON OFICIO NEGRO X100H KORES             
13069;1800;PAPEL HECTO-KORES                                 
13070;21300;PAPEL KIMBERLY 90GR CTA STDO X100H ICOPEL         
13071;18700;PAPEL KIMBERLY STDO CTA 180GR X50H ICOPEL         
13072;6200;PAPEL KINGFINOS STDO 90GR CTA X25H ICOPEL      
13087;1100;PAPEL KOREANO ANTIFLUIDO 60X60 14GR  EXTRA               
13088;1300;PAPEL DOBLE FAZ 60X60 EXTRA           
13089;16100;PAPEL PERGAMINO 145GR BOLSA 1/8 X25H ICOPEL       
13090;11600;PAPEL PERGAMINO 90GRS BOLSA 1/8 X25H ICOPEL       
13093;600;PAPEL REGALO REF 2019 LUKIS                       
13094;5800;PAPEL TONOS ECOLOGICO COLOR X72 ICOPEL            
13098;11400;PAPEL TONOS-ULTRA CTA PAST STDO X100H ICOPEL      
13099;10900;PAPEL TONOS-ULTRA CTA ROSA X100H ICOPEL           
13104;13500;PELICULA CARBON CTA MAQ X50H PELIKAN              
13105;600;PELICULA CARBON MANO CTA X1H 500763 NORMA         
13106;800;PELICULA CARBON MANO OFICIO X1H 500764 NORMA      
13107;10900;PELICULA CARBON MAQ OFICIO NEGRA NORMA            
13108;200;PELICULA CARBON OFICIO AZUL KORES                 
13109;18700;PELICULA CARBON X50H CTA LNK28-LAPIZFILM          
13113;9900;PAPEL PERGAMINO COLOR 1/8 X5 HOJAS OPTIMISA                
13114;8400;PAPEL CALCIO PREMIUN 90GR CTA X25H NORMA          
13115;17400;PELICULA CARBON MANO OFICIO X50 ONIX              
13116;10400;PAPEL CARBON MANO 444 X100 ONIX                   
13117;3300;CARTULINA PRISMA 1/8 X5 HOJAS OPTIMISA               
13118;11600;CARTULINA METALDREAN 230GR CARTA X25 H            
13119;5100;PAPEL  GOFRADO NUBE 90GR CTA X25H ICOPEL          
13123;4500;PEGANTE ADH INSTANTANEO 3GMS TESA                 
13124;9500;PEGANTE ATEX 180ML-ICOPOR PEGATEX                 
13126;2800;PEGANTE BARRA 20GR KORES                          
13127;2200;PEGANTE BARRA 21GRS TESA STICK BASIC              
13129;4300;PEGANTE BARRA 22GRS TESA STICK                    
13130;3000;CINTA ENMASCARAR BASICA 40X12 MM TESA  
13132;1300;PEGANTE BARRA 40GRS POINTER                       
13133;5400;PEGANTE BARRA 40GRS TESA STICK                    
13134;1900;PEGANTE BARRA 8GR KORES                           
13135;6800;CINTA ENMASCARAR BASICA 40X36 MM TESA             
13137;3400;PEGANTE BARRA NORMASTICK 22G 500496 NORMA         
13138;5400;PEGANTE BARRA NORMASTICK 40G 503888 NORMA         
13139;3300;PEGANTE BARRA PEGA STIC 10GRS TESA                
13140;5800;PEGANTE BARRA PEGA STIC 20GRS TESA                
13141;7800;PEGANTE BARRA PEGA STIC 40GRS TESA                
13142;2200;PEGANTE BARRA PERS NI•A 726 PRIMAVERA             
13143;2200;PEGANTE BARRA PERS NI•O 727 PRIMAVERA             
13144;2000;PEGANTE BARRA SIPEGA 15G DORICOLOR                
13145;2800;PEGANTE BARRA SIPEGA 25G DORICOLOR                
13146;3700;PEGANTE BARRA SIPEGA 40G DORICOLOR                
13147;2400;PEGANTE BARRA STICKY 21GR ARTESCO                 
13148;3200;PEGANTE BARRA STICKY 40GR ARTESCO                 
13149;1100;PEGANTE BARRA STICKY 8GR ARTESCO                  
13150;2800;PEGANTE BARRA TESA STICK ECO 20G                  
13151;4200;PEGANTE BARRA TRIANGULAR TESA STICK 25G           
13152;3900;PEGANTE LIQ BLANCO 118 ML ELMERS                   
13157;2800;PEGANTE COLBON PINTES ROJO 115GR                  
13165;4300;PEGANTE FOMI ADULTO 120CC PRODUVARIOS             
13166;6600;PEGANTE GEL ADHESIVO 4,5 GR BLISTER TESA          
13172;2300;PEGANTE INSTANTENEO SUPERCRYL 3GRS PEGATEX        
13173;5100;PEGANTE KOLMADERA 160GRS INVESA                   
13175;3400;PEGANTE LIQUIDO GLUKIDS 125GR KORES               
13181;2200;PEGANTE LIQUIDO SIPEGA 125G DORICOLOR             
13182;600;PEGANTE LIQUIDO SIPEGA 20G DORICOLOR              
13183;3400;PEGANTE LIQUIDO SIPEGA 250G DORICOLOR             
13184;700;PEGANTE LIQUIDO SIPEGA 40G DORICOLOR              
13185;5900;PEGANTE LIQUIDO TRANSP X147ML 546571 NORMA        
13187;2900;PEGANTE LIQUIDO TRANSP 125ML 1868 PRIMAVERA       
13188;4200;PEGANTE LIQUIDO TRANSP 147ML 1869 PRIMAVERA       
13189;1500;PEGANTE LIQUIDO TRANSP 50ML 1867 PRIMAVERA        
13193;4300;PEGANTE PEGAPEL 300GRS INVESA                     
13197;11900;PEGANTE SUPERTACK MADERA 480GRS INVESA            
13198;8900;PEGANTE SUPERTACK MADERA 950GR INVESA             
13200;59000;PEGANTE SUPERTACK MADERA GALON 4KG INVESA         
13201;13400;PEGANTE SUPERTACK MADERA KILO INVESA              
13202;4000;PEGANTE SUPERTACK PAPEL 250GR INVESA              
13203;4200;PEGANTE SUPERTACK PAPEL 300GRS INVESA             
13205;43400;PEGANTE SUPERTACK PAPEL GALON 4KG INVESA          
13206;14000;PEGANTE SUPERTACK PAPEL KILO INVESA               
13210;13100;PEGANTE UHU UNIV 125ML X1UND LEGIS                
13211;2700;PEGANTE UHU UNIV 20ML X1UND LEGIS                 
13212;3800;PEGANTE UHU UNIV 35ML X1UND LEGIS                 
13217;400;SILICONA BARRA DELGADA X1              
13222;800;SILICONA BARRA GRUESA X1            
13224;2300;SILICONA LIQUIDA 100ML ARTESCO                    
13225;2800;SILICONA LIQUIDA 100ML FABER C                    
13226;2900;SILICONA LIQUIDA 100ML TESA                       
13227;6000;SILICONA LIQUIDA 250ML ARTESCO                    
13229;7800;SILICONA LIQUIDA 250ML TESA                       
13230;1300;SILICONA LIQUIDA 30ML ARTESCO                     
13231;1700;SILICONA LIQUIDA 30ML FABER C                     
13232;1300;SILICONA LIQUIDA 30ML TESA                        
13233;16400;SILICONA LIQUIDA 500ML TESA                       
13234;1500;SILICONA LIQUIDA 60ML ARTESCO                     
13235;2800;SILICONA LIQUIDA 60ML FABER C                     
13236;2200;SILICONA LIQUIDA 60ML TESA                        
13239;1000;SILICONA LIQUIDA LG-30ML POINTER                  
13244;3500;PEGANTE LIQUIDO TRANSP 250ML DORICOLOR            
13245;1900;PEGANTE LIQUIDO TRANSP 125ML DORICOLOR            
13249;1600;PINCEL 2 ANGULAR AR1054 CLARK DIST                
13250;1800;PINCEL 3 ANGULAR AR1055 CLARK DIST                
13251;2200;PINCEL#4 ANGULAR AR1056 X1 CLARK            
13254;700;PINCEL DELINEADOR 0 AR0671 CLARK DIST               
13255;200;PINCEL ESPA•OL X1 JK                              
13274;600;PINCEL PLANO N 4 ETERNA JK                        
13281;10000;PINCEL LENGUA DE GATO X6 577-579 CLARK                       
13282;6500;PINCEL LENGUA GATO 0513A-AR1073 CLARK DIST              
13294;21800;PINCEL ACUARELA X6 STDO MY-006 CLARK                      
13295;550;PINCEL REDON-PLANO N 1                 
13296;1600;PINCEL REDON-PLANO N 10                  
13297;1900;PINCEL REDON-PLANO N 11           
13298;2200;PINCEL REDON-PLANO N 12                  
13299;700;PINCEL REDON-PLANO N 2                
13300;700;PINCEL REDON-PLANO N 3                   
13301;800;PINCEL REDON-PLANO N 4              
13302;900;PINCEL REDON-PLANO N 5              
13303;950;PINCEL REDON-PLANO N 6                
13304;1050;PINCEL REDON-PLANO N 7                 
13306;1200;PINCEL REDON-PLANO N 8                  
13307;1400;PINCEL REDON-PLANO N 9               
13309;10400;PINCEL X4 SOFTTOUCH FABER C                       
13310;3200;PINCEL X6 251-6 ECONOMICO JK                      
13311;800;PINCEL 595-0 PELO MARTA            
13312;900;PINCEL 595-00 PELO MARTA JK                       
13313;900;PINCEL 595-000 PELO MARTA JK                      
13314;4800;PINCEL X6 A0123-AR0004 CLARK                      
13315;7700;PINCEL X6 STDO MADE AR1206 - B-6 CLARK DIST                          
13320;7100;PINCEL X7 STDO AR1048 CLARK 
13322;19800;MARCADOR MARKANA TWIST X 12 PELIKAN               
13325;1000;FICHAS BIBLIOGRAFICA BLANCA INDUCONTABLE          
13327;1000;FICHAS BIBLIOGRAFICA STDA RF 702-704 INDUCONTABLE     
13329;3400;FICHAS BIBLIOGRAFICA X50 COLOR FABRIESCOF         
13330;1200;FICHAS BIBLIOGRAFICAS R-1 X50H FABRIESCOF         
13331;800;FICHAS BIBLIOGRAFICAS X50H D Q C                  
13332;1900;FICHAS MEMOTECNICAS X50                           
13334;9700;PLANCHA A-4 MILIMETRADA X50H D Q C                 
13335;12400;PLANCHA A-3 MILIMETRADA X50H D Q C                
13336;9100;PLANCHA A-4 SIN ROTULO X50H D Q C                 
13340;16900;PLANCHA A-4 MILIMETRADA X100H D Q C               
13342;15800;PLANCHA A-4 SIN ROTULO X100H D Q C                
13344;15800;PLANCHA A-6 CON ROTULO X100H D Q C                
13346;17500;PLANCHA A-6 MILIMETRADA X100H D Q C               
13348;15300;PLANCHA A-6 SIN ROTULO X100H D Q C                
13351;1100;AFILAMINAS MERC DIAZ                              
13353;1200;MINA 0 5MM 0 7 MM DUREZA HB FABER C                      
13356;300;MINA 0 5MM SOLITO-1 JOSE M RUIZ                   
13365;100;MINA 0 5 ECONOMICA HB JK                          
13366;100;MINA 0 5 HB NEGRA PAQ X24 JK                      
13367;300;MINA PLASTICA LAPICERO DELG JK                    
13368;700;MINA 0 5MM XQ-HB DONG-A                           
13369;9600;PLUMON X12 CONIC PAPER MATE                        
13370;1600;MINA 2B CHISEL STK-943                            
13372;500;MINA 2MM 2B X5 G-2073 JK                          
13373;1800;MINA 2MM BENSSINI RF 1219 - SM-082 CLARK             
13375;2100;MINA 2MM COLOR SYSABE 8026182 CLARK DIST          
13377;1600;MINA 2MM GP620                             
13380;800;MINA 60MM 0 5 HB PELIKAN                          
13381;800;MINA 60MM 0 7 HB PELIKAN                          
13382;1300;MINA METAL GLADIS                                 
13383;10800;MINA REPUESTO ROLLER BALL SANFORD                 
13384;1000;MINA STAEDTLER 2H 0 5 60MM                        
13385;200;MINA 0 7 MM TRITON                               
13386;800;MINA 2 0 MM TRITON                                
13388;1200;PORTAMINAS POLY 0 5 - 0 7 STDO FABER C                  
13389;1100;PORTAMINAS 2MM TY-850 JK                           
13391;1100;PORTAMINAS 0.7 COLOR STDO MP-2105 POINTER          
13392;700;PORTAMINAS 0 5 POINT MP-820 JK                    
13394;800;PORTAMINAS 0 5MM DOB CLICK ST-03702 5 STUDMARK    
13395;700;PORTAMINAS 0 5MM E-CLICK ST03701-5 STUDMARK       
13396;3000;PORTAMINAS 0 5MM INFINITE PAPER MATE              
13397;1600;PORTAMINAS 0 5MM PAPER MATE                       
13398;1300;PORTAMINAS 0 5MM WINGO                            
13400;3500;PORTAMINAS 0 7 MM MI TRENSITO                     
13401;1400;PORTAMINAS 0 7 FANCY KORES                      
13402;800;PORTAMINAS 0 7MM DOB CLICK ST-03702 7 STUDMARK    
13407;1800;PORTAMINAS 2 0MM BS-1461 SM-059 CM-602               
13408;1900;PORTAMINAS 2 0MM 710 GIPAO                         
13409;2100;PORTAMINAS 2 0MM MI TRENSITO                      
13413;27100;PORTAMINAS 2 0MM TK4600 FABER C                   
13414;1300;PORTAMINAS 2 0MM TRITON                           
13417;12300;PORTAMINAS APOLLO FUNDA 0 7 FABER C               
13419;3600;PORTAMINAS AUTO 0 5 COLOR STDO KORES                    
13421;1300;PORTAMINAS AUTOM 0 5 WINGO                        
13422;300;PORTAMINAS BH-6088 MASHI MARO                     
13423;5500;PORTAMINAS CLICK 2MM COLOR SRTD FABER C           
13425;2900;PORTAMINAS FIESTA AX-107 0 5 
13427;2900;PORTAMINAS FIESTA AX-105 0 5 
13428;2900;PORTAMINAS FIESTA AX-107 0 7 
13430;2500;PORTAMINAS FIESTA AX-127 0 7 MARK                 
13431;500;PORTAMINAS FLUO POINT 0 5 MP-805 JK               
13432;900;PORTAMINAS GIRO 0 5 TOIT GENERAL M                
13433;6500;PORTAMINAS GRIP MATIC 0 5 07 MM FABER C              
13437;1300;PORTAMINAS 0 5 FANCY KORES                 
13438;1100;PORTAMINAS M1 0 5 OFIC X12 KORES                  
13440;1400;PORTAMINAS M1 0 7 OFIC KORES                  
13443;1700;PORTAMINAS METAL 0 7MM ST-03707 STUDMARK          
13444;1700;PORTAMINAS METAL 05 MM ST03705 STUDMARK           
13445;40800;PORTAMINAS PARKER VECTOR SANFORD                  
13446;1100;PORTAMINAS POINTER 0 5 MP-701-12                  
13447;1300;PORTAMINAS 2MM FUNCION MP-1921 POINTER
13450;4100;PORTAMINAS POLY TRI CLICK 0 5 0 7 MM FABER C                
13452;1000;PORTAMINAS PUSH 0 5 PELIKAN                       
13453;1000;PORTAMINAS PUSH 0 7 PELIKAN                       
13454;1000;PORTAMINAS REFRESH 0 5 - 0 7 BIC                        
13456;1400;PORTAMINAS STK-DUO 0 7 SERVICE                    
13457;1300;PORTAMINAS STK-SUNNY 0 5                          
13458;1100;PORTAMINAS TINKY 0 5MM PELIKAN                    
13459;1100;PORTAMINAS TINKY ICE 0 7MM PELIKAN                
13460;2600;PORTAMINAS TOIT ARCTEC 0 5MM                      
13461;2600;PORTAMINAS TOIT ARCTEC 0 7MM                      
13464;5200;PORTAMINAS Z PENCIL 0 7 STDO FABER C              
13465;300;REPUESTO PORTAMINAS OLOR X50                      
13466;29900;BOLIGRAFO X2 REFLEX SANFORD                       
13467;700;PORTAMINAS 0 5MM MECHANICAL PENCIL                
13468;1500;PORTAMINAS 0 5 METALICO POINTER MP-2672 JK        
13469;10100;PORTAMINAS 2MM METALICO  DACATY                   
13470;17000;PORTAMINAS METALICO PILOT                         
13473;3100;PORTAMINAS AUTOMATICO SOF TOUCH 0.5 0.7 MM COLOR STDO     
13477;8200;HOJA EXAMEN DOBLE OFICIO R-1 BOSTON               
13478;6000;HOJA EXAMEN R-1 PAQ X100H FABRIFOLDER             
13479;9100;HOJA EXAMEN R-2 PAQ X100H FABRIFOLDER             
13480;7500;HOJA EXAMEN R-2 PAQ X100H PRIMAVERA               
13482;4000;HOJA REPUESTO 105 DECOR R-1 PRIMAVERA             
13483;5300;HOJA REPUESTO 105 DECOR R-2 197 PRIMAVERA         
